,Time,Flux
1758,1930.751253600635,'5310.347'
1759,1930.7526425085966,'5339.659'
1760,1930.754031416558,'5331.8555'
1761,1930.7554203245195,'5325.581'
1762,1930.756809232481,'5311.9277'
1763,1930.7581981404433,'5302.176'
1764,1930.7595870484056,'5335.24'
1765,1930.760975956367,'5330.072'
1766,1930.7623648643291,'5314.5713'
1767,1930.765142680253,'5336.1055'
1768,1930.7665315882143,'5313.033'
1769,1930.7679204962924,'5320.1177'
1770,1930.7693094042545,'5315.5093'
1771,1930.7706983122166,'5321.9062'
1772,1930.7720872201783,'5317.2954'
1773,1930.7734761281397,'5332.741'
1774,1930.7748650361013,'5306.1133'
1775,1930.7776428521406,'5327.661'
1776,1930.7790317601023,'5324.699'
1777,1930.7804206680644,'5307.9414'
1778,1930.7818095760272,'5316.92'
1779,1930.7831984839895,'5304.7754'
1780,1930.7845873920674,'5322.5713'
1781,1930.7873652079904,'5316.4116'
1782,1930.788754115952,'5314.495'
1783,1930.79014302403,'5318.825'
1784,1930.7929208399544,'5318.3535'
1785,1930.7956986559939,'5311.888'
1786,1930.7970875639553,'5317.6865'
1787,1930.7984764720331,'5317.203'
1788,1930.7998653799946,'5319.5425'
1789,1930.8012542880733,'5342.33'
1790,1930.8026431960361,'5316.735'
1791,1930.8040321039985,'5319.367'
1792,1930.8054210120763,'5336.9644'
1793,1930.8068099200377,'5298.814'
1794,1930.8081988281158,'5312.771'
1795,1930.8095877360774,'5314.0273'
1796,1930.8109766441553,'5300.1953'
1797,1930.8123655521174,'5322.6997'
1798,1930.813754460196,'5309.5825'
1799,1930.8165322762354,'5329.531'
1800,1930.817921184197,'5295.9937'
1801,1930.819310092275,'5321.8384'
1802,1930.822087908315,'5320.589'
1803,1930.8234768163943,'5326.4014'
1804,1930.8248657243566,'5325.336'
1805,1930.8262546324345,'5305.0835'
1806,1930.827643540396,'5331.5986'
1807,1930.829032448474,'5331.19'
1808,1930.8304213565518,'5336.535'
1809,1930.8318102645135,'5325.7856'
1810,1930.8331991725913,'5328.927'
1811,1930.83458808067,'5329.665'
1812,1930.8359769887486,'5329.0625'
1813,1930.83736589671,'5326.0938'
1814,1930.838754804788,'5312.9165'
1815,1930.840143712866,'5316.1226'
1816,1930.8415326209447,'5315.303'
1817,1930.8429215289068,'5330.136'
1818,1930.8443104369846,'5305.6313'
1819,1930.8456993450632,'5308.981'
1820,1930.847088253142,'5326.673'
1821,1930.8484771612198,'5323.062'
1822,1930.8498660691812,'5320.677'
1823,1930.8512549772593,'5309.3916'
1824,1930.8526438853373,'5327.349'
1825,1930.8540327934152,'5343.8833'
1826,1930.855421701493,'5317.3477'
1827,1930.8568106095718,'5299.033'
1828,1930.8581995176503,'5312.0117'
1829,1930.8595884257284,'5320.3784'
1830,1930.8609773338062,'5321.0664'
1831,1930.8623662417683,'5310.162'
1832,1930.8637551498468,'5337.162'
1833,1930.865144057925,'5315.5337'
1834,1930.866532966003,'5307.9194'
1835,1930.8679218740815,'5322.9927'
1836,1930.86931078216,'5318.9937'
1837,1930.8706996902379,'5323.522'
1838,1930.872088598316,'5336.626'
1839,1930.8734775065102,'5316.984'
1840,1930.8748664145883,'5345.543'
1841,1930.876255322666,'5333.2427'
1842,1930.8776442307449,'5302.548'
1843,1930.8790331388234,'5316.685'
1844,1930.8804220469012,'5320.99'
1845,1930.8818109549798,'5314.7188'
1846,1930.8831998630585,'5302.3286'
1847,1930.8845887711364,'5318.3955'
1848,1930.8859776793308,'5335.8247'
1849,1930.8873665874087,'5323.414'
1850,1930.8887554954872,'5336.3496'
1851,1930.890144403566,'5306.951'
1852,1930.8915333116438,'5332.24'
1853,1930.8929222198383,'5315.998'
1854,1930.8943111279161,'5307.172'
1855,1930.8957000359942,'5323.0615'
1856,1930.897088944072,'5301.5195'
1857,1930.8984778522663,'5331.044'
1858,1930.899866760345,'5321.1333'
1859,1930.9012556684243,'5329.852'
1860,1930.9026445766194,'5325.505'
1861,1930.9040334846973,'5324.0703'
1862,1930.905422392775,'5331.9834'
1863,1930.9068113009694,'5310.641'
1864,1930.9082002090474,'5327.494'
1865,1930.9095891171255,'5331.36'
1866,1930.9109780253204,'5312.59'
1867,1930.912366933399,'5319.515'
1868,1930.9137558414768,'5352.0522'
1869,1930.9151447496713,'5315.1836'
1870,1930.9165336577494,'5321.635'
1871,1930.9179225659436,'5318.645'
1872,1930.9193114740215,'5308.8057'
1873,1930.9207003822157,'5339.897'
1874,1930.9220892902952,'5326.72'
1875,1930.923478198491,'5325.706'
1876,1930.9248671065689,'5316.882'
1877,1930.926256014763,'5329.998'
1878,1930.927644922841,'5297.999'
1879,1930.9290338310354,'5313.0713'
1880,1930.9304227391133,'5326.6855'
1881,1930.9318116473082,'5307.5864'
1882,1930.9332005555034,'5318.519'
1883,1930.9345894635812,'5345.6465'
1884,1930.9359783717757,'5303.1772'
1885,1930.93736727997,'5331.046'
1886,1930.938756188048,'5326.817'
1887,1930.9401450962423,'5322.088'
1888,1930.941534004321,'5327.2686'
1889,1930.9429229125167,'5318.1577'
1890,1930.9443118207116,'5312.0513'
1891,1930.945700728906,'5332.7285'
1892,1930.947089636984,'5320.0835'
1893,1930.9484785451782,'5312.5015'
1894,1930.9498674533727,'5310.495'
1895,1930.9512563614505,'5301.91'
1896,1930.952645269645,'5329.0522'
1897,1930.95403417784,'5313.696'
1898,1930.955423086035,'5309.3506'
1899,1930.9568119942292,'5336.716'
1900,1930.9582009023072,'5309.4375'
1901,1930.9595898105017,'5326.472'
1902,1930.960978718696,'5324.252'
1903,1930.962367626891,'5312.9004'
1904,1930.9637565350858,'5299.3433'
1905,1930.965145443281,'5334.022'
1906,1930.9665343514762,'5324.668'
1907,1930.9679232596704,'5299.2476'
1908,1930.9693121677483,'5318.6904'
1909,1930.9707010759425,'5310.8325'
1910,1930.972089984137,'5331.7866'
1911,1930.9734788923315,'5328.78'
1912,1930.9748678005258,'5310.4873'
1913,1930.9762567087207,'5355.822'
1914,1930.9776456169157,'5323.134'
1915,1930.9790345251101,'5338.3027'
1916,1930.9804234333044,'5327.008'
1917,1930.9818123414993,'5313.9272'
1918,1930.9832012496945,'5332.3228'
1919,1930.9845901578888,'5326.2437'
1920,1930.9859790660832,'5306.752'
1921,1930.9873679743946,'5315.528'
1922,1930.9887568825898,'5307.981'
1923,1930.990145790784,'5330.3916'
1924,1930.9915346989783,'5316.3716'
1925,1930.9929236071728,'5307.483'
1926,1930.994312515367,'5322.4424'
1927,1930.9957014235615,'5321.968'
1928,1930.9970903317565,'5310.4707'
1929,1930.9984792400678,'5315.081'
1930,1930.9998681482623,'5309.4067'
1931,1931.0012570564566,'5311.087'
1932,1931.0026459646515,'5334.1187'
1933,1931.004034872963,'5327.488'
1934,1931.0054237811573,'5325.23'
1935,1931.0068126893518,'5317.8613'
1936,1931.0082015975468,'5312.3174'
1937,1931.0095905058583,'5332.2373'
1938,1931.0109794140526,'5312.8833'
1939,1931.0123683222469,'5325.686'
1940,1931.0137572305575,'5311.063'
1941,1931.015146138752,'5318.5034'
1942,1931.0165350469465,'5302.086'
1943,1931.0193128634521,'5295.1226'
1944,1931.020701771647,'5311.1533'
1945,1931.0220906799586,'5316.2754'
1946,1931.0248684964645,'5320.0576'
1947,1931.0262574046587,'5304.8843'
1948,1931.027646312853,'5327.4146'
1949,1931.029035221164,'5320.097'
1950,1931.0304241293588,'5305.4727'
1951,1931.0318130376704,'5305.37'
1952,1931.0332019458647,'5331.615'
1953,1931.0345908541753,'5325.928'
1954,1931.0359797623698,'5312.646'
1955,1931.0373686706805,'5326.836'
1956,1931.038757578875,'5320.4673'
1957,1931.0401464871857,'5336.733'
1958,1931.0415353954972,'5305.857'
1959,1931.0429243036929,'5318.9297'
1960,1931.0443132120042,'5321.8794'
1961,1931.0457021201987,'5323.708'
1962,1931.0470910285094,'5331.785'
1963,1931.04847993682,'5321.831'
1964,1931.0498688450145,'5316.158'
1965,1931.051257753326,'5308.521'
1966,1931.0526466616375,'5319.526'
1967,1931.0540355698317,'5307.029'
1968,1931.0554244781424,'5327.64'
1969,1931.0568133864533,'5308.3105'
1970,1931.0582022946476,'5346.523'
1971,1931.0595912029585,'5329.2373'
1972,1931.0609801112691,'5311.0996'
1973,1931.0623690195805,'5327.8525'
1974,1931.0637579277764,'5309.44'
1975,1931.0651468360877,'5321.0347'
1976,1931.0665357443986,'5304.285'
1977,1931.0679246527093,'5322.965'
1978,1931.06931356102,'5325.737'
1979,1931.0707024692142,'5342.1714'
1980,1931.072091377525,'5343.8843'
1981,1931.0734802858365,'5299.023'
1982,1931.074869194148,'5299.0015'
1983,1931.0762581024587,'5329.7563'
1984,1931.0776470107694,'5308.9136'
1985,1931.0790359190803,'5331.723'
1986,1931.0804248273912,'5312.4595'
1987,1931.0818137357019,'5316.84'
1988,1931.0832026440132,'5310.4355'
1989,1931.0845915523255,'5320.2637'
1990,1931.0859804605204,'5331.133'
1991,1931.0873693688313,'5314.3276'
1992,1931.088758277142,'5305.7554'
1993,1931.0901471854527,'5311.202'
1994,1931.0915360938798,'5327.9326'
1995,1931.0929250021907,'5323.3936'
1996,1931.0943139105013,'5312.0435'
1997,1931.0957028188127,'5309.0522'
1998,1931.0970917271243,'5306.757'
1999,1931.098480635435,'5308.08'
2000,1931.0998695437459,'5323.3257'
2001,1931.1012584520565,'5314.241'
2002,1931.1026473603674,'5304.5107'
2003,1931.1040362686788,'5312.838'
2004,1931.1054251769901,'5335.1436'
2005,1931.1068140854181,'5309.7695'
2006,1931.1082029937295,'5309.0864'
2007,1931.1095919020404,'5317.4272'
2008,1931.110980810351,'5314.059'
2009,1931.1123697186617,'5339.4263'
2010,1931.113758627089,'5316.531'
2011,1931.1151475353997,'5328.631'
2012,1931.116536443711,'5320.818'
2013,1931.1179253520227,'5325.8003'
2014,1931.1193142604498,'5298.014'
2015,1931.1207031687604,'5343.718'
2016,1931.1220920770713,'5328.243'
2017,1931.1234809853822,'5308.1523'
2018,1931.12486989381,'5323.63'
2019,1931.1262588021214,'5314.2896'
2020,1931.127647710433,'5333.2993'
2021,1931.1290366188607,'5320.0874'
2022,1931.1304255271716,'5329.7354'
2023,1931.1318144355987,'5313.5347'
2024,1931.1332033439094,'5310.971'
2025,1931.13459225222,'5303.193'
2026,1931.1359811606474,'5325.229'
2027,1931.137370068958,'5310.0713'
2028,1931.1387589773858,'5322.242'
2029,1931.1401478856974,'5338.2144'
2030,1931.1415367941245,'5305.444'
2031,1931.1429257024354,'5301.532'
2032,1931.1443146108631,'5317.3984'
2033,1931.1457035191747,'5308.9844'
2034,1931.1470924276018,'5314.698'
2035,1931.1484813359125,'5324.758'
2036,1931.1498702443405,'5329.0205'
2037,1931.1512591526518,'5324.45'
2038,1931.1526480610792,'5338.0034'
2039,1931.1540369693898,'5318.289'
2040,1931.155425877817,'5307.593'
2041,1931.1568147862442,'5299.6816'
2042,1931.158203694555,'5325.149'
2043,1931.1595926029822,'5324.186'
2044,1931.16098151141,'5327.1826'
2045,1931.1623704197214,'5317.7695'
2046,1931.1637593281487,'5343.098'
2047,1931.1651482365764,'5318.352'
2048,1931.166537144888,'5324.924'
2049,1931.167926053315,'5327.5967'
2050,1931.1693149617422,'5318.229'
2051,1931.1707038700538,'5324.096'
2052,1931.1720927784816,'5326.415'
2053,1931.1734816869089,'5321.0435'
2054,1931.174870595336,'5316.717'
2055,1931.176259503763,'5337.0903'
2056,1931.1776484120737,'5320.294'
2057,1931.179037320501,'5314.078'
2058,1931.1804262289284,'5312.398'
2059,1931.1818151373561,'5327.1367'
2060,1931.183204045784,'5309.939'
2061,1931.184592954211,'5332.839'
2062,1931.1859818625226,'5314.155'
2063,1931.1873707709506,'5307.805'
2064,1931.1887596793777,'5318.951'
2065,1931.1901485878047,'5321.174'
2066,1931.1915374962318,'5301.2227'
2067,1931.1929264046598,'5346.085'
2068,1931.1943153130878,'5332.188'
2069,1931.195704221515,'5306.632'
2070,1931.197093129942,'5320.2803'
2071,1931.198482038369,'5329.4624'
2072,1931.1998709467964,'5334.182'
2073,1931.2012598552235,'5313.9683'
2074,1931.2026487636508,'5317.2124'
2075,1931.2040376720786,'5299.039'
2076,1931.2054265805064,'5309.936'
2077,1931.2068154889344,'5325.0264'
2078,1931.2082043973621,'5327.1426'
2079,1931.2095933057894,'5321.3965'
2080,1931.2109822142165,'5326.4155'
2081,1931.2123711226436,'5327.3403'
2082,1931.213760031071,'5319.179'
2083,1931.2151489396151,'5350.5884'
2084,1931.2165378480431,'5348.299'
2085,1931.2179267564702,'5310.5083'
2086,1931.2193156648973,'5319.127'
2087,1931.2207045733246,'5318.356'
2088,1931.2220934817517,'5320.7495'
2089,1931.226260207151,'5314.21'
2090,1931.2276491155797,'5320.5596'
2091,1931.2290380241232,'5333.9062'
2092,1931.2304269325505,'5297.091'
2093,1931.2318158409776,'5291.2437'
2094,1931.233204749521,'5311.8853'
2095,1931.2345936579482,'5330.188'
2096,1931.2359825663762,'5328.013'
2097,1931.2373714748041,'5330.405'
2098,1931.2387603833477,'5318.3027'
2099,1931.2401492917747,'5327.5703'
2100,1931.2415382003182,'5317.931'
2101,1931.2429271087456,'5339.5435'
2102,1931.2443160171727,'5303.5366'
2103,1931.2457049257164,'5304.412'
2104,1931.2470938341448,'5306.2817'
2105,1931.2484827426897,'5319.584'
2106,1931.249871651117,'5332.447'
2107,1931.2512605596608,'5337.265'
2108,1931.2526494680878,'5321.5894'
2109,1931.254038376515,'5307.984'
2110,1931.2554272850584,'5316.9956'
2111,1931.2568161934857,'5325.375'
2112,1931.25820510203,'5308.9873'
2113,1931.2595940105743,'5333.8247'
2114,1931.2609829190014,'5323.2153'
2115,1931.262371827545,'5327.4883'
2116,1931.2637607359723,'5344.1924'
2117,1931.2651496445158,'5343.082'
2118,1931.266538552943,'5302.723'
2119,1931.2679274614873,'5307.2925'
2120,1931.2693163700324,'5313.9653'
2121,1931.2707052784601,'5308.91'
2122,1931.2720941870036,'5298.2275'
2123,1931.2734830955474,'5316.16'
2124,1931.2748720039745,'5301.6216'
2125,1931.276260912518,'5322.722'
2126,1931.2776498210615,'5308.8213'
2127,1931.2790387294888,'5315.081'
2128,1931.280427638033,'5344.7046'
2129,1931.2818165465774,'5307.196'
2130,1931.2832054551209,'5318.412'
2131,1931.284594363548,'5328.779'
2132,1931.2859832720917,'5309.7983'
2133,1931.2873721806354,'5311.1763'
2134,1931.2887610891796,'5306.297'
2135,1931.290149997608,'5314.3496'
2136,1931.2915389061523,'5300.4097'
2137,1931.292927814696,'5301.7783'
2138,1931.2943167232397,'5319.5947'
2139,1931.2957056317832,'5322.505'
2140,1931.2970945403267,'5329.2007'
2141,1931.2984834488702,'5330.3496'
2142,1931.2998723572975,'5317.7856'
2143,1931.3012612658417,'5323.6484'
2144,1931.3026501743861,'5336.8047'
2145,1931.3040390829296,'5302.435'
2146,1931.3054279914732,'5318.5264'
2147,1931.3068169000169,'5313.923'
2148,1931.3082058085604,'5324.7754'
2149,1931.3095947171046,'5340.0366'
2150,1931.310983625649,'5312.918'
2151,1931.3123725341934,'5331.8213'
2152,1931.3137614427376,'5312.443'
2153,1931.315150351281,'5330.3594'
2154,1931.3165392598248,'5314.692'
2155,1931.3179281683683,'5318.686'
2156,1931.3193170769118,'5334.006'
2157,1931.3207059854556,'5327.481'
2158,1931.322094893999,'5330.689'
2159,1931.3234838026597,'5316.677'
2160,1931.324872711204,'5317.335'
2161,1931.3262616197476,'5321.325'
2162,1931.3276505282913,'5326.2974'
2163,1931.3290394368348,'5321.3286'
2164,1931.330428345379,'5298.8096'
2165,1931.3318172539234,'5317.187'
2166,1931.3332061625833,'5324.5205'
2167,1931.3345950711278,'5346.6577'
2168,1931.335983979672,'5326.6978'
2169,1931.3373728882157,'5305.53'
2170,1931.3387617968756,'5300.2026'
2171,1931.340150705419,'5304.3193'
2172,1931.3415396139626,'5307.423'
2173,1931.3429285225063,'5329.013'
2174,1931.344317431167,'5313.4863'
2175,1931.3457063397113,'5316.876'
2176,1931.3470952482548,'5310.841'
2177,1931.3484841569148,'5333.693'
2178,1931.3498730654585,'5338.4746'
2179,1931.3512619740027,'5318.5806'
2180,1931.3526508826635,'5318.775'
2181,1931.354039791207,'5311.277'
2182,1931.3554286997514,'5341.1904'
2183,1931.356817608412,'5324.9536'
2184,1931.3582065169558,'5315.765'
2185,1931.3595954256157,'5326.6367'
2186,1931.3609843341592,'5300.584'
2187,1931.362373242819,'5308.1914'
2188,1931.3637621513628,'5324.222'
2189,1931.3651510600228,'5291.6323'
2190,1931.366539968567,'5343.439'
2191,1931.3679288772278,'5321.07'
2192,1931.3693177857713,'5316.3647'
2193,1931.3707066944314,'5330.9526'
2194,1931.3720956029756,'5318.3057'
2195,1931.3734845116364,'5331.803'
2196,1931.37487342018,'5317.0356'
2197,1931.3762623288399,'5337.047'
2198,1931.3776512373843,'5307.866'
2199,1931.3790401460449,'5331.077'
2200,1931.380429054705,'5319.798'
2201,1931.3818179632485,'5313.739'
2202,1931.3832068719084,'5309.3228'
2203,1931.3845957805684,'5328.2285'
2204,1931.385984689112,'5313.623'
2205,1931.3873735977722,'5318.229'
2206,1931.3887625064328,'5318.6323'
2207,1931.390151414977,'5339.076'
2208,1931.391540323637,'5319.544'
2209,1931.3929292322978,'5301.9033'
2210,1931.3943181408422,'5330.718'
2211,1931.395707049502,'5311.2734'
2212,1931.397095958162,'5323.47'
2213,1931.398484866822,'5315.6543'
2214,1931.3998737754828,'5326.744'
2215,1931.4012626840272,'5316.1294'
2216,1931.402651592687,'5324.9336'
2217,1931.404040501347,'5320.1143'
2218,1931.405429410007,'5329.798'
2219,1931.406818318667,'5316.1777'
2220,1931.408207227327,'5334.636'
2221,1931.4095961358712,'5290.6953'
2222,1931.410985044532,'5337.9326'
2223,1931.412373953192,'5325.9087'
2224,1931.4137628618528,'5291.427'
2225,1931.4151517705134,'5326.3193'
2226,1931.4165406791735,'5327.444'
2227,1931.4179295878334,'5314.6973'
2228,1931.4193184964934,'5340.528'
2229,1931.4207074051542,'5301.638'
2230,1931.4220963138148,'5299.035'
2231,1931.423485222475,'5327.167'
2232,1931.4248741311349,'5320.659'
2233,1931.4262630397948,'5325.643'
2234,1931.427651948455,'5313.3486'
2235,1931.4290408571148,'5330.5327'
2236,1931.430429765775,'5323.168'
2237,1931.4318186744356,'5319.878'
2238,1931.4332075830962,'5336.415'
2239,1931.434596491757,'5318.242'
2240,1931.4359854004176,'5328.924'
2241,1931.4373743091942,'5315.4995'
2242,1931.438763217854,'5327.0005'
2243,1931.440152126514,'5315.9297'
2244,1931.441541035174,'5333.4307'
2245,1931.4429299438348,'5321.2104'
2246,1931.4443188524956,'5329.195'
2247,1931.445707761272,'5312.688'
2248,1931.4470966699319,'5324.2305'
2249,1931.4484855785918,'5330.443'
2250,1931.449874487252,'5322.949'
2251,1931.451263395912,'5332.2754'
2252,1931.4526523046884,'5320.3467'
2253,1931.454041213349,'5328.7354'
2254,1931.4554301220105,'5318.725'
2255,1931.4568190307875,'5322.0913'
2256,1931.4582079394477,'5313.5356'
2257,1931.4595968481076,'5305.642'
2258,1931.460985756884,'5329.648'
2259,1931.4623746655438,'5312.838'
2260,1931.4637635742047,'5314.022'
2261,1931.4651524829817,'5324.845'
2262,1931.4665413916418,'5310.305'
2263,1931.4679303003018,'5302.9854'
2264,1931.469319209078,'5313.5835'
2265,1931.4707081177382,'5321.2456'
2266,1931.4720970265146,'5312.131'
2267,1931.4734859351747,'5325.0293'
2268,1931.4748748439517,'5334.057'
2269,1931.4762637526132,'5311.4766'
2270,1931.4776526613903,'5326.374'
2271,1931.4790415700502,'5318.682'
2272,1931.4804304788267,'5331.1406'
2273,1931.4818193874867,'5327.8545'
2274,1931.483208296263,'5342.371'
2275,1931.4845972049231,'5324.911'
2276,1931.4859861137002,'5319.4854'
2277,1931.487375022361,'5342.738'
2278,1931.4887639311373,'5309.584'
2279,1931.4901528397972,'5336.5083'
2280,1931.4915417485736,'5305.8945'
2281,1931.4929306573501,'5311.433'
2282,1931.4943195660103,'5308.767'
2283,1931.4957084747866,'5298.445'
2284,1931.4970973835643,'5296.78'
2285,1931.4984862922256,'5324.025'
2286,1931.4998752010022,'5323.9487'
2287,1931.5012641097787,'5297.544'
2288,1931.5026530184387,'5295.78'
2289,1931.504041927215,'5321.484'
2290,1931.5054308359913,'5308.6016'
2291,1931.5068197447679,'5310.573'
2292,1931.5082086534285,'5299.423'
2293,1931.5095975622057,'5289.1807'
2294,1931.510986470982,'5284.5293'
2295,1931.5123753797584,'5263.351'
2296,1931.5137642884185,'5292.5786'
2297,1931.5151531971949,'5272.4536'
2298,1931.5165421059714,'5282.4946'
2299,1931.5179310147478,'5301.2183'
2300,1931.5193199235255,'5281.7817'
2301,1931.5207088323034,'5262.0947'
2302,1931.5220977410797,'5279.271'
2303,1931.5234866497399,'5277.685'
2304,1931.5248755585162,'5268.242'
2305,1931.5262644672925,'5260.643'
2306,1931.527653376069,'5265.421'
2307,1931.5290422848461,'5258.1025'
2308,1931.5304311936234,'5254.7334'
2309,1931.5318201023997,'5286.286'
2310,1931.533209011176,'5256.266'
2311,1931.5345979199526,'5278.5845'
2312,1931.535986828729,'5251.6084'
2313,1931.5373757375055,'5270.607'
2314,1931.5387646462818,'5273.645'
2315,1931.5401535550595,'5271.94'
2316,1931.5415424638375,'5291.9'
2317,1931.5429313726138,'5262.563'
2318,1931.5443202813904,'5287.2144'
2319,1931.5457091901667,'5261.4546'
2320,1931.5470980990594,'5258.0747'
2321,1931.5484870078358,'5272.2183'
2322,1931.5498759166123,'5256.6953'
2323,1931.5512648253894,'5285.24'
2324,1931.5526537341666,'5277.1367'
2325,1931.554042642943,'5262.708'
2326,1931.5554315517193,'5260.9663'
2327,1931.5568204606122,'5282.0386'
2328,1931.5582093693888,'5291.1973'
2329,1931.5595982781651,'5305.0435'
2330,1931.5609871869422,'5269.2266'
2331,1931.56237609572,'5262.1655'
2332,1931.5637650046135,'5275.263'
2333,1931.56515391339,'5265.9575'
2334,1931.5665428221664,'5296.655'
2335,1931.5679317310592,'5270.516'
2336,1931.5693206398355,'5276.2676'
2337,1931.570709548612,'5263.9014'
2338,1931.5720984573884,'5276.6987'
2339,1931.5734873662818,'5257.646'
2340,1931.574876275059,'5269.0713'
2341,1931.5762651839518,'5284.627'
2342,1931.5776540927284,'5271.1567'
2343,1931.5790430015047,'5276.5845'
2344,1931.5804319103977,'5284.147'
2345,1931.5818208191747,'5291.969'
2346,1931.5832097279526,'5264.485'
2347,1931.584598636846,'5255.376'
2348,1931.5859875456224,'5236.9077'
2349,1931.5873764545154,'5271.355'
2350,1931.5887653632917,'5250.9365'
2351,1931.5901542721845,'5251.453'
2352,1931.591543180961,'5254.7095'
2353,1931.5929320898538,'5256.0215'
2354,1931.5943209986308,'5262.3506'
2355,1931.5957099075245,'5245.969'
2356,1931.5970988163008,'5260.664'
2357,1931.5984877251935,'5286.5522'
2358,1931.5998766340865,'5274.724'
2359,1931.601265542863,'5277.688'
2360,1931.6026544517558,'5257.282'
2361,1931.6040433605328,'5275.379'
2362,1931.6054322694272,'5274.0737'
2363,1931.6068211783206,'5279.866'
2364,1931.6082100870972,'5276.1'
2365,1931.60959899599,'5275.922'
2366,1931.6109879048827,'5272.9785'
2367,1931.612376813659,'5266.555'
2368,1931.613765722552,'5278.7285'
2369,1931.615154631445,'5299.0835'
2370,1931.616543540222,'5283.4385'
2371,1931.6179324491154,'5322.6025'
2372,1931.6193213580082,'5285.8535'
2373,1931.6207102669011,'5308.7354'
2374,1931.6220991756775,'5300.037'
2375,1931.6234880845705,'5317.3438'
2376,1931.6248769934639,'5307.7656'
2377,1931.6262659023573,'5329.7705'
2378,1931.627654811251,'5322.9106'
2379,1931.629043720028,'5337.0747'
2380,1931.630432628921,'5317.4463'
2381,1931.6318215378137,'5336.9604'
2382,1931.6332104467065,'5317.3677'
2383,1931.6345993555994,'5309.527'
2384,1931.6359882644922,'5342.1123'
2385,1931.6373771733852,'5307.114'
2386,1931.6387660822786,'5302.5303'
2387,1931.6401549910556,'5333.1763'
2388,1931.6415438999486,'5305.6416'
2389,1931.6429328088414,'5322.4893'
2390,1931.6443217177343,'5330.1313'
2391,1931.6457106266278,'5299.674'
2392,1931.6470995355212,'5343.263'
2393,1931.6484884444149,'5319.5327'
2394,1931.6498773533083,'5328.7065'
2395,1931.6512662622013,'5316.576'
2396,1931.652655171094,'5313.5283'
2397,1931.6540440799868,'5310.279'
2398,1931.6554329888795,'5315.958'
2399,1931.656821897889,'5314.7666'
2400,1931.6582108067819,'5317.294'
2401,1931.6595997156753,'5313.006'
2402,1931.6609886245687,'5308.805'
2403,1931.6623775334615,'5321.728'
2404,1931.6637664423545,'5339.3438'
2405,1931.6651553512474,'5338.492'
2406,1931.6665442601402,'5313.814'
2407,1931.66793316915,'5319.479'
2408,1931.6693220780435,'5324.284'
2409,1931.6707109869371,'5325.163'
2410,1931.6720998958308,'5318.9067'
2411,1931.6734888047235,'5326.401'
2412,1931.6748777137327,'5328.391'
2413,1931.6762666226255,'5313.6226'
2414,1931.6776555315184,'5345.147'
2415,1931.6790444404112,'5327.25'
2416,1931.6804333494206,'5334.825'
2417,1931.681822258314,'5323.1265'
2418,1931.6832111672074,'5321.322'
2419,1931.6846000762168,'5296.4126'
2420,1931.6859889851096,'5329.5894'
2421,1931.6873778940026,'5305.8613'
2422,1931.6887668030124,'5308.2847'
2423,1931.6901557119058,'5322.8506'
2424,1931.6915446207988,'5301.109'
2425,1931.6929335298087,'5336.703'
2426,1931.6943224387023,'5302.129'
2427,1931.6957113477115,'5324.9336'
2428,1931.6971002566042,'5320.801'
2429,1931.6984891656136,'5318.9507'
2430,1931.6998780745064,'5314.4116'
2431,1931.7012669835158,'5325.014'
2432,1931.7026558924092,'5308.577'
2433,1931.7040448013026,'5327.4556'
2434,1931.7054337103118,'5336.318'
2435,1931.7068226193212,'5312.549'
2436,1931.7082115282142,'5304.3335'
2437,1931.7096004372233,'5311.571'
2438,1931.7109893461168,'5310.041'
2439,1931.7123782551266,'5306.526'
2440,1931.7137671640203,'5318.128'
2441,1931.7151560730304,'5301.1997'
2442,1931.716544981923,'5320.2114'
2443,1931.7179338909323,'5318.704'
2444,1931.7193227999414,'5302.7803'
2445,1931.7207117088344,'5310.304'
2446,1931.7221006178436,'5321.6406'
2447,1931.723489526853,'5310.8926'
2448,1931.7248784357464,'5312.6465'
2449,1931.7262673447563,'5324.0684'
2450,1931.7276562537656,'5295.716'
2451,1931.7290451627748,'5312.705'
2452,1931.7304340716678,'5317.7383'
2453,1931.7318229806776,'5320.8657'
2454,1931.7332118896875,'5315.3486'
2455,1931.7346007985805,'5320.1064'
2456,1931.7359897075903,'5297.407'
2457,1931.7373786166004,'5312.992'
2458,1931.7387675256095,'5324.05'
2459,1931.7401564346187,'5320.6807'
2460,1931.741545343628,'5302.7153'
2461,1931.7429342525209,'5328.5254'
2462,1931.7443231615302,'5321.397'
2463,1931.7457120705394,'5305.0024'
2464,1931.7471009795495,'5325.324'
2465,1931.7484898885593,'5330.567'
2466,1931.7498787975685,'5309.867'
2467,1931.751267706578,'5326.9736'
2468,1931.752656615587,'5317.735'
2469,1931.7540455244805,'5327.308'
2470,1931.7554344334903,'5320.6343'
2471,1931.7568233424997,'5323.353'
2472,1931.7582122515096,'5308.272'
2473,1931.7596011605197,'5311.5684'
2474,1931.7609900695288,'5321.4097'
2475,1931.762378978538,'5314.701'
2476,1931.7637678875474,'5328.7466'
2477,1931.7651567965568,'5327.3486'
2478,1931.766545705566,'5310.879'
2479,1931.7679346146922,'5349.5034'
2480,1931.769323523702,'5336.081'
2481,1931.7707124327114,'5331.7573'
2482,1931.7721013417208,'5304.8'
2483,1931.77349025073,'5319.572'
