# File generated by CMD 3.7 (http://stev.oapd.inaf.it/cmd) on Sat Jul 13 16:33:11 UTC 2024
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: Gaia EDR3 (all Vegamags, Gaia passbands from ESA/Gaia website)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.0152 0.01508 7.69897 0.0900000036 1.0816895926    0.090 -2.540  3.4040  4.500    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.88e-16      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 11.120 13.168 15.884 11.697
0.0152 0.01508 7.69897 0.0985084474 1.1585247721    0.098 -2.475  3.4117  4.506    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.58e-16      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 10.959 13.007 15.724 11.536
0.0152 0.01508 7.69897 0.1000000015 1.1711064122    0.100 -2.465  3.4131  4.507    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -7.7e-16      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 10.932 12.981 15.698 11.509
0.0152 0.01508 7.69897 0.1017667875 1.1856977355    0.102 -2.453  3.4145  4.508    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.83e-16      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 10.903 12.951 15.669 11.480
0.0152 0.01508 7.69897 0.1145201921 1.2820893087    0.114 -2.370  3.4242  4.515    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -8.86e-16      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 10.695 12.643 15.239 11.195
0.0152 0.01508 7.69897 0.1200000122 1.3193155232    0.120 -2.336  3.4284  4.519    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -9.32e-16      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 10.610 12.498 15.018 11.063
0.0152 0.01508 7.69897 0.1277931929 1.3686114943    0.128 -2.293  3.4333  4.523    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -9.91e-16      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 10.504 12.323 14.762 10.904
0.0152 0.01508 7.69897 0.1400000006 1.4384526719    0.140 -2.230  3.4405  4.528    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.09e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 10.345 12.072 14.401 10.674
0.0152 0.01508 7.69897 0.1599999964 1.5372931554    0.160 -2.142  3.4506  4.538    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.24e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 10.124 11.723 13.904 10.357
0.0152 0.01508 7.69897 0.2000000030 1.6938790862    0.200 -1.993  3.4667  4.550    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.54e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 9.752 11.159 13.107 9.844
0.0152 0.01508 7.69897 0.2423202693 1.8204339418    0.242 -1.869  3.4795  4.561    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.83e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 9.442 10.710 12.493 9.436
0.0152 0.01508 7.69897 0.2500000000 1.8403257998    0.250 -1.848  3.4815  4.562    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.89e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 9.391 10.636 12.393 9.370
0.0152 0.01508 7.69897 0.2867085934 1.9255025300    0.287 -1.760  3.4903  4.569    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.14e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 9.171 10.321 11.964 9.086
0.0152 0.01508 7.69897 0.3000000119 1.9529139769    0.300 -1.732  3.4932  4.572    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.22e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 9.100 10.225 11.840 8.998
0.0152 0.01508 7.69897 0.3225369155 1.9959628834    0.322 -1.685  3.4977  4.575    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.38e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.983 10.071 11.642 8.856
0.0152 0.01508 7.69897 0.3500000238 2.0434175133    0.350 -1.631  3.5026  4.576    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.59e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.848 9.895 11.420 8.694
0.0152 0.01508 7.69897 0.3882847130 2.1020469188    0.388 -1.560  3.5097  4.578    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.89e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.671 9.662 11.126 8.481
0.0152 0.01508 7.69897 0.4000000358 2.1185024810    0.400 -1.540  3.5116  4.578    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.98e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.619 9.596 11.044 8.421
0.0152 0.01508 7.69897 0.4500000477 2.1822809714    0.450 -1.448  3.5208  4.575    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.48e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.391 9.300 10.671 8.150
0.0152 0.01508 7.69897 0.4720584750 2.2075571333    0.472 -1.409  3.5255  4.574    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.73e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.291 9.168 10.504 8.031
0.0152 0.01508 7.69897 0.5000000000 2.2374541529    0.500 -1.361  3.5305  4.572    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.06e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.172 9.013 10.311 7.891
0.0152 0.01508 7.69897 0.5153527260 2.2527400476    0.515 -1.334  3.5338  4.571    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.26e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.104 8.924 10.198 7.811
0.0152 0.01508 7.69897 0.5500000119 2.2836582633    0.550 -1.262  3.5420  4.560    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.92e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.925 8.692 9.911 7.601
0.0152 0.01508 7.69897 0.5865740180 2.3117815223    0.586 -1.186  3.5527  4.555    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.69e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.735 8.432 9.579 7.373
0.0152 0.01508 7.69897 0.5947414041 2.3175209229    0.594 -1.168  3.5554  4.553    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.89e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.689 8.370 9.499 7.318
0.0152 0.01508 7.69897 0.6000000238 2.3211213258    0.600 -1.153  3.5575  4.551    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.08e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.653 8.320 9.436 7.275
0.0152 0.01508 7.69897 0.6215809584 2.3351662448    0.621 -1.093  3.5672  4.545    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.89e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.718e-03 -1.000 1.527e-02 7.502 8.107 9.161 7.090
0.0152 0.01508 7.69897 0.6499999762 2.3520353107    0.650 -1.005  3.5825  4.538    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -8.28e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.407e-04 6.718e-03 -1.000 1.527e-02 7.283 7.797 8.764 6.826
0.0152 0.01508 7.69897 0.6606887579 2.3579497619    0.661 -0.968  3.5898  4.538    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -8.94e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.407e-04 6.718e-03 -1.000 1.527e-02 7.191 7.664 8.592 6.714
0.0152 0.01508 7.69897 0.6800088286 2.3680996351    0.680 -0.895  3.6050  4.537    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.04e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.407e-04 6.718e-03 -1.000 1.527e-02 7.007 7.403 8.259 6.494
0.0152 0.01508 7.69897 0.6991444826 2.3775193755    0.699 -0.818  3.6215  4.539    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.23e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.407e-04 6.718e-03 -1.000 1.527e-02 6.816 7.129 7.911 6.265
0.0152 0.01508 7.69897 0.7000000477 2.3779267258    0.700 -0.815  3.6223  4.539    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.23e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.407e-04 6.718e-03 -1.000 1.527e-02 6.807 7.117 7.895 6.255
0.0152 0.01508 7.69897 0.7118496895 2.3834529581    0.712 -0.757  3.6391  4.556    0  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -1.37e-14      0.00 7.092e-01 2.755e-01 2.737e-03 7.405e-04 6.718e-03 -1.000 1.527e-02 6.662 6.886 7.585 6.075
0.0152 0.01508 7.69897 0.7230652571 2.3884920626    0.723 -0.704  3.6541  4.570    0  0.000  0.541     0.00     0.00     0.00     0.00     0.00 -1 -1.51e-14      0.00 7.092e-01 2.755e-01 2.728e-03 7.403e-04 6.718e-03 -1.000 1.527e-02 6.530 6.680 7.316 5.913
0.0152 0.01508 7.69897 0.7332956791 2.3929342883    0.733 -0.659  3.6666  4.580    0  0.000  0.540     0.00     0.00     0.00     0.00     0.00 -1 -1.65e-14      0.00 7.092e-01 2.755e-01 2.721e-03 7.401e-04 6.719e-03 -1.000 1.527e-02 6.417 6.511 7.100 5.779
0.0152 0.01508 7.69897 0.7435446978 2.3972439211    0.744 -0.616  3.6780  4.589    0  0.000  0.539     0.00     0.00     0.00     0.00     0.00 -1 -1.79e-14      0.00 7.092e-01 2.755e-01 2.714e-03 7.399e-04 6.719e-03 -1.000 1.527e-02 6.310 6.359 6.908 5.658
0.0152 0.01508 7.69897 0.7500000000 2.3998889087    0.750 -0.599  3.6828  4.595    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.84e-14      0.00 7.092e-01 2.755e-01 2.709e-03 7.397e-04 6.719e-03 -1.000 1.527e-02 6.268 6.301 6.835 5.612
0.0152 0.01508 7.69897 0.7545143366 2.4017077133    0.755 -0.587  3.6851  4.595    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.89e-14      0.00 7.092e-01 2.755e-01 2.709e-03 7.397e-04 6.719e-03 -1.000 1.527e-02 6.237 6.263 6.790 5.580
0.0152 0.01508 7.69897 0.8000000119 2.4187244405    0.800 -0.493  3.7034  4.600    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.28e-14      0.00 7.092e-01 2.755e-01 2.709e-03 7.397e-04 6.718e-03 -1.000 1.527e-02 6.003 5.975 6.449 5.337
0.0152 0.01508 7.69897 0.8217871189 2.4261121801    0.821 -0.455  3.7114  4.605    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.45e-14      0.00 7.093e-01 2.755e-01 2.709e-03 7.397e-04 6.718e-03 -1.000 1.525e-02 5.907 5.859 6.313 5.240
0.0152 0.01508 7.69897 0.8475150466 2.4342761921    0.847 -0.414  3.7187  4.607    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.64e-14      0.00 7.093e-01 2.755e-01 2.709e-03 7.396e-04 6.718e-03 -1.000 1.525e-02 5.806 5.742 6.177 5.140
0.0152 0.01508 7.69897 0.8500000238 2.4350346840    0.850 -0.411  3.7194  4.608    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.65e-14      0.00 7.093e-01 2.755e-01 2.709e-03 7.396e-04 6.718e-03 -1.000 1.525e-02 5.797 5.732 6.165 5.132
0.0152 0.01508 7.69897 0.8522899151 2.4357291283    0.852 -0.408  3.7200  4.608    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.67e-14      0.00 7.093e-01 2.755e-01 2.709e-03 7.396e-04 6.718e-03 -1.000 1.526e-02 5.790 5.723 6.155 5.124
0.0152 0.01508 7.69897 0.8923543096 2.4472191614    0.892 -0.341  3.7301  4.602    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.06e-14      0.00 7.093e-01 2.754e-01 2.708e-03 7.396e-04 6.717e-03 -1.000 1.527e-02 5.623 5.538 5.948 4.960
0.0152 0.01508 7.69897 0.9000000358 2.4492786175    0.899 -0.328  3.7321  4.600    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.15e-14      0.00 7.093e-01 2.754e-01 2.708e-03 7.396e-04 6.717e-03 -1.000 1.526e-02 5.589 5.500 5.905 4.927
0.0152 0.01508 7.69897 0.9297775030 2.4569295772    0.929 -0.276  3.7392  4.591    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.51e-14      0.00 7.093e-01 2.754e-01 2.708e-03 7.395e-04 6.717e-03 -1.000 1.525e-02 5.460 5.360 5.748 4.803
0.0152 0.01508 7.69897 0.9500000477 2.4618122009    0.950 -0.233  3.7449  4.581    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.88e-14      0.00 7.093e-01 2.754e-01 2.708e-03 7.395e-04 6.717e-03 -1.000 1.527e-02 5.353 5.247 5.621 4.704
0.0152 0.01508 7.69897 1.0000000000 2.4729154477    1.000 -0.132  3.7578  4.553    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.93e-14      0.00 7.094e-01 2.754e-01 2.708e-03 7.394e-04 6.716e-03 -1.000 1.527e-02 5.099 4.981 5.325 4.468
0.0152 0.01508 7.69897 1.0499999523 2.4828114860    1.050 -0.034  3.7695  4.523    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -5.78e-14      0.00 7.094e-01 2.753e-01 2.707e-03 7.393e-04 6.715e-03 -1.000 1.526e-02 4.856 4.731 5.049 4.246
0.0152 0.01508 7.69897 1.0754513741 2.4874443747    1.075  0.016  3.7751  4.505    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -6.28e-14      0.00 7.095e-01 2.753e-01 2.707e-03 7.392e-04 6.714e-03 -1.000 1.527e-02 4.729 4.602 4.907 4.131
0.0152 0.01508 7.69897 1.1000000238 2.4916801480    1.099  0.064  3.7805  4.489    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -6.78e-14      0.00 7.095e-01 2.752e-01 2.707e-03 7.391e-04 6.713e-03 -1.000 1.527e-02 4.609 4.481 4.774 4.023
0.0152 0.01508 7.69897 1.1499999762 2.4996678137    1.149  0.162  3.7917  4.455    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -7.91e-14      0.00 7.097e-01 2.751e-01 2.705e-03 7.388e-04 6.710e-03 -1.000 1.520e-02 4.365 4.237 4.506 3.806
0.0152 0.01508 7.69897 1.1776686907 2.5037542682    1.177  0.218  3.7983  4.436    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1  -8.6e-14      0.00 7.097e-01 2.751e-01 2.705e-03 7.387e-04 6.709e-03 -1.000 1.523e-02 4.225 4.097 4.353 3.682
0.0152 0.01508 7.69897 1.2000000477 2.5068948796    1.200  0.258  3.8027  4.422    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -9.08e-14      0.00 7.097e-01 2.750e-01 2.705e-03 7.386e-04 6.709e-03 -1.000 1.527e-02 4.125 3.998 4.246 3.594
0.0152 0.01508 7.69897 1.2500000000 2.5134610955    1.250  0.344  3.8124  4.392    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.01e-13      0.00 7.097e-01 2.750e-01 2.705e-03 7.386e-04 6.709e-03 -1.000 1.526e-02 3.910 3.785 4.014 3.405
0.0152 0.01508 7.69897 1.2999999523 2.5194498592    1.300  0.425  3.8215  4.365    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1  -1.1e-13      0.00 7.098e-01 2.750e-01 2.705e-03 7.385e-04 6.708e-03 -1.000 1.526e-02 3.706 3.583 3.796 3.224
0.0152 0.01508 7.69897 1.3500001431 2.5249313723    1.350  0.503  3.8310  4.342    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.16e-13      0.00 7.098e-01 2.750e-01 2.705e-03 7.385e-04 6.708e-03 -1.000 1.522e-02 3.513 3.392 3.588 3.055
0.0152 0.01508 7.69897 1.4000000954 2.5299650415    1.400  0.576  3.8407  4.323    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.18e-13      0.00 7.099e-01 2.749e-01 2.704e-03 7.385e-04 6.708e-03 -1.000 1.520e-02 3.331 3.212 3.393 2.898
0.0152 0.01508 7.69897 1.4500000477 2.5346015836    1.450  0.643  3.8515  4.314    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.15e-13      0.00 7.098e-01 2.749e-01 2.704e-03 7.385e-04 6.707e-03 -1.000 1.526e-02 3.161 3.047 3.210 2.758
0.0152 0.01508 7.69897 1.5000000000 2.5388844597    1.500  0.709  3.8636  4.312    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.05e-13      0.00 7.099e-01 2.749e-01 2.704e-03 7.384e-04 6.707e-03 -1.000 1.525e-02 2.998 2.890 3.034 2.630
0.0152 0.01508 7.69897 1.5499999523 2.5428511323    1.550  0.771  3.8769  4.317    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1  -8.9e-14      0.00 7.099e-01 2.748e-01 2.704e-03 7.383e-04 6.706e-03 -1.000 1.525e-02 2.842 2.742 2.867 2.514
0.0152 0.01508 7.69897 1.6000000238 2.5465340628    1.600  0.832  3.8901  4.323    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -6.68e-14      0.00 7.100e-01 2.748e-01 2.704e-03 7.382e-04 6.705e-03 -1.000 1.525e-02 2.690 2.600 2.706 2.405
0.0152 0.01508 7.69897 1.6500000954 2.5499614852    1.649  0.889  3.9026  4.329    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.73e-14      0.00 7.100e-01 2.748e-01 2.703e-03 7.382e-04 6.705e-03 -1.000 1.524e-02 2.547 2.470 2.558 2.307
0.0152 0.01508 7.69897 1.7000000477 2.5531580802    1.699  0.945  3.9146  4.334    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.100e-01 2.747e-01 2.703e-03 7.381e-04 6.704e-03 -1.000 1.524e-02 2.408 2.347 2.418 2.214
0.0152 0.01508 7.69897 1.7500000000 2.5561455243    1.749  0.999  3.9259  4.338    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.100e-01 2.747e-01 2.703e-03 7.380e-04 6.704e-03 -1.000 1.525e-02 2.274 2.232 2.288 2.127
0.0152 0.01508 7.69897 1.7999999523 2.5589429085    1.799  1.050  3.9366  4.341    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.101e-01 2.747e-01 2.702e-03 7.380e-04 6.703e-03 -1.000 1.523e-02 2.144 2.126 2.168 2.045
0.0152 0.01508 7.69897 1.8500000238 2.5615671203    1.849  1.099  3.9466  4.344    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.101e-01 2.747e-01 2.702e-03 7.380e-04 6.703e-03 -1.000 1.523e-02 2.022 2.030 2.062 1.970
0.0152 0.01508 7.69897 1.9000000954 2.5640331317    1.899  1.147  3.9561  4.346    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.101e-01 2.747e-01 2.702e-03 7.379e-04 6.702e-03 -1.000 1.522e-02 1.902 1.939 1.962 1.897
0.0152 0.01508 7.69897 1.9500001669 2.5663542767    1.950  1.194  3.9652  4.347    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.102e-01 2.746e-01 2.702e-03 7.379e-04 6.702e-03 -1.000 1.522e-02 1.786 1.855 1.870 1.828
0.0152 0.01508 7.69897 2.0000000000 2.5685424513    2.000  1.238  3.9739  4.348    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.101e-01 2.746e-01 2.702e-03 7.378e-04 6.702e-03 -1.000 1.527e-02 1.674 1.776 1.785 1.762
0.0152 0.01508 7.69897 2.0499999523 2.5706083333    2.050  1.282  3.9821  4.348    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.102e-01 2.746e-01 2.702e-03 7.378e-04 6.701e-03 -1.000 1.524e-02 1.566 1.702 1.704 1.698
0.0152 0.01508 7.69897 2.0999999046 2.5725614918    2.099  1.324  3.9899  4.348    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.102e-01 2.746e-01 2.701e-03 7.377e-04 6.701e-03 -1.000 1.520e-02 1.460 1.629 1.626 1.636
0.0152 0.01508 7.69897 2.1500000954 2.5744105556    2.149  1.365  3.9976  4.347    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.102e-01 2.745e-01 2.701e-03 7.377e-04 6.701e-03 -1.000 1.522e-02 1.357 1.561 1.554 1.576
0.0152 0.01508 7.69897 2.2000000477 2.5761632879    2.199  1.405  4.0048  4.346    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.102e-01 2.745e-01 2.702e-03 7.376e-04 6.701e-03 -1.000 1.527e-02 1.256 1.493 1.482 1.516
0.0152 0.01508 7.69897 2.2209076881 2.5768693448    2.219  1.422  4.0077  4.345    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.102e-01 2.745e-01 2.702e-03 7.376e-04 6.700e-03 -1.000 1.527e-02 1.215 1.466 1.453 1.492
0.0152 0.01508 7.69897 2.2500000000 2.5778267375    2.249  1.445  4.0117  4.344    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.102e-01 2.745e-01 2.701e-03 7.376e-04 6.700e-03 -1.000 1.526e-02 1.158 1.428 1.413 1.458
0.0152 0.01508 7.69897 2.2999999523 2.5794072884    2.299  1.483  4.0184  4.342    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.102e-01 2.745e-01 2.701e-03 7.376e-04 6.700e-03 -1.000 1.525e-02 1.063 1.364 1.346 1.401
0.0152 0.01508 7.69897 2.4000000954 2.5823423892    2.399  1.556  4.0310  4.338    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.103e-01 2.745e-01 2.701e-03 7.376e-04 6.700e-03 -1.000 1.522e-02 0.879 1.242 1.217 1.290
0.0152 0.01508 7.69897 2.5999999046 2.5874412955    2.600  1.695  4.0542  4.327    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 0.533 1.012 0.978 1.077
0.0152 0.01508 7.69897 2.7637453079 2.5909902742    2.764  1.800  4.0713  4.316    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 0.269 0.835 0.795 0.912
0.0152 0.01508 7.69897 2.8000001907 2.5917117867    2.800  1.823  4.0750  4.314    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 0.212 0.798 0.756 0.876
0.0152 0.01508 7.69897 2.9340186119 2.5942018333    2.934  1.904  4.0877  4.304    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 0.010 0.663 0.616 0.749
0.0152 0.01508 7.69897 3.0000000000 2.5953341962    3.000  1.943  4.0938  4.300    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -0.086 0.598 0.550 0.688
0.0152 0.01508 7.69897 3.1970841885 2.5983988079    3.196  2.053  4.1110  4.285    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -0.363 0.414 0.360 0.514
0.0152 0.01508 7.69897 3.2000000477 2.5984409005    3.199  2.055  4.1112  4.285    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -0.367 0.411 0.357 0.511
0.0152 0.01508 7.69897 3.3294224739 2.6002241504    3.328  2.124  4.1218  4.275    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -0.541 0.296 0.239 0.402
