# File generated by CMD 3.7 (http://stev.oapd.inaf.it/cmd) on Sat Jul 13 16:33:11 UTC 2024
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: Gaia EDR3 (all Vegamags, Gaia passbands from ESA/Gaia website)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.0152 0.01508 8.17609 4.4590878487 2.6108774962    4.456  3.012  3.6841  1.764    6  0.000  0.384     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.786e-01 3.060e-01 1.707e-03 2.572e-03 5.932e-03 -1.000 1.537e-02 -2.760 -2.734 -2.215 -3.409
0.0152 0.01508 8.17609 4.4712910652 2.6109592812    4.469  3.010  3.6776  1.740    6  0.000  0.384     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.786e-01 3.060e-01 1.707e-03 2.572e-03 5.931e-03 -1.000 1.537e-02 -2.755 -2.710 -2.177 -3.398
0.0152 0.01508 8.17609 4.4799327850 2.6110168875    4.477  3.001  3.6707  1.723    6  0.000  0.384     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.786e-01 3.060e-01 1.708e-03 2.572e-03 5.931e-03 -1.000 1.537e-02 -2.732 -2.664 -2.115 -3.364
0.0152 0.01508 8.17609 4.4865331650 2.6110607142    4.484  2.993  3.6647  1.708    6  0.000  0.384     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.786e-01 3.060e-01 1.708e-03 2.572e-03 5.931e-03 -1.000 1.537e-02 -2.711 -2.620 -2.055 -3.333
0.0152 0.01508 8.17609 4.4952073097 2.6111180858    4.492  2.992  3.6562  1.676    6  0.000  0.384     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.786e-01 3.060e-01 1.708e-03 2.573e-03 5.930e-03 -1.000 1.537e-02 -2.709 -2.582 -1.992 -3.314
0.0152 0.01508 8.17609 4.5009393692 2.6111558586    4.498  3.017  3.6471  1.614    6  0.000  0.384     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.786e-01 3.060e-01 1.708e-03 2.573e-03 5.930e-03 -1.000 1.537e-02 -2.773 -2.606 -1.989 -3.358
0.0152 0.01508 8.17609 4.5023593903 2.6111651991    4.500  3.055  3.6411  1.553    6  0.000  0.384     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.786e-01 3.060e-01 1.708e-03 2.573e-03 5.930e-03 -1.000 1.537e-02 -2.866 -2.670 -2.036 -3.436
0.0152 0.01508 8.17609 4.5027318001 2.6111676476    4.500  3.081  3.6376  1.512    6  0.000  0.384     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.786e-01 3.060e-01 1.708e-03 2.573e-03 5.930e-03 -1.000 1.537e-02 -2.934 -2.720 -2.075 -3.493
0.0152 0.01508 8.17609 4.5028476715 2.6111684093    4.500  3.111  3.6343  1.469    7  0.000  0.384    11.12     8.79     6.36     4.64     3.81  4    -1e-30      0.00 6.786e-01 3.060e-01 1.708e-03 2.573e-03 5.930e-03 -1.000 1.537e-02 -3.008 -2.777 -2.121 -3.559
0.0152 0.01508 8.17609 4.5029730797 2.6111692337    4.500  3.138  3.6317  1.432    7  0.000  0.384    12.02     9.40     6.77     4.95     4.06  4    -1e-30      0.00 6.786e-01 3.060e-01 1.708e-03 2.573e-03 5.930e-03 -1.000 1.537e-02 -3.074 -2.830 -2.163 -3.618
0.0152 0.01508 8.17609 4.5032935143 2.6111713398    4.500  3.130  3.6327  1.444    7  0.000  0.384    11.73     9.21     6.64     4.85     3.98  4    -1e-30      0.00 6.786e-01 3.060e-01 1.708e-03 2.573e-03 5.930e-03 -1.000 1.537e-02 -3.056 -2.817 -2.154 -3.602
0.0152 0.01508 8.17609 4.5040240288 2.6111761400    4.501  3.133  3.6320  1.439    7  0.000  0.384    11.85     9.29     6.70     4.90     4.02  4    -1e-30      0.00 6.786e-01 3.060e-01 1.708e-03 2.573e-03 5.930e-03 -1.000 1.537e-02 -3.061 -2.819 -2.154 -3.606
0.0152 0.01508 8.17609 4.5043983459 2.6111785989    4.502  3.168  3.6283  1.388    7  0.000  0.384    13.18    10.18     7.31     5.35     4.39  4    -1e-30      0.00 6.786e-01 3.060e-01 1.708e-03 2.573e-03 5.930e-03 -1.000 1.537e-02 -3.151 -2.888 -2.209 -3.686
0.0152 0.01508 8.17609 4.5047631264 2.6111809947    4.502  3.207  3.6246  1.335    7  0.000  0.384    14.75    11.21     8.02     5.88     4.82  4    -1e-30      0.00 6.786e-01 3.060e-01 1.708e-03 2.573e-03 5.930e-03 -1.000 1.537e-02 -3.248 -2.963 -2.269 -3.771
0.0152 0.01508 8.17609 4.5052185059 2.6111839850    4.502  3.246  3.6209  1.281    7  0.000  0.384    16.50    12.35     8.79     6.45     5.30  4    -1e-30      0.00 6.786e-01 3.060e-01 1.708e-03 2.573e-03 5.930e-03 -1.000 1.537e-02 -3.344 -3.039 -2.330 -3.857
0.0152 0.01508 8.17609 4.5057959557 2.6111877758    4.503  3.285  3.6173  1.228    7  0.000  0.384    18.48    13.61     9.65     7.09     5.82  4    -1e-30      0.00 6.786e-01 3.060e-01 1.708e-03 2.573e-03 5.930e-03 -1.000 1.537e-02 -3.442 -3.115 -2.390 -3.944
0.0152 0.01508 8.17609 4.5065011978 2.6111924041    4.504  3.325  3.6136  1.173    7  0.000  0.384    20.71    15.02    10.60     7.80     6.41  4    -1e-30      0.00 6.786e-01 3.060e-01 1.708e-03 2.573e-03 5.930e-03 -1.000 1.537e-02 -3.542 -3.191 -2.450 -4.031
0.0152 0.01508 8.17609 4.5072946548 2.6111976092    4.504  3.365  3.6099  1.118    7  0.000  0.384    23.24    16.58    11.65     8.59     7.06  4    -1e-30      0.00 6.786e-01 3.060e-01 1.708e-03 2.573e-03 5.930e-03 -1.000 1.537e-02 -3.642 -3.268 -2.510 -4.119
0.0152 0.01508 8.17609 4.5080995560 2.6112028873    4.505  3.405  3.6062  1.064    7  0.000  0.384    26.09    18.31    12.81     9.45     7.77  4    -1e-30      0.00 6.786e-01 3.060e-01 1.707e-03 2.573e-03 5.930e-03 -1.000 1.537e-02 -3.743 -3.343 -2.567 -4.205
0.0152 0.01508 8.17609 4.5088605881 2.6112078757    4.506  3.446  3.6025  1.008    7  0.000  0.383    29.32    20.25    14.10    10.42     8.57  4    -1e-30      0.00 6.786e-01 3.060e-01 1.704e-03 2.576e-03 5.930e-03 -1.000 1.537e-02 -3.844 -3.419 -2.624 -4.292
0.0152 0.01508 8.17609 4.5095520020 2.6112124061    4.507  3.486  3.5988  0.953    7  0.000  0.382    32.94    22.38    15.51    11.49     9.45  4    -1e-30      0.00 6.786e-01 3.060e-01 1.698e-03 2.583e-03 5.930e-03 -1.000 1.537e-02 -3.946 -3.493 -2.678 -4.379
0.0152 0.01508 8.17609 4.5101685524 2.6112164447    4.507  3.527  3.5950  0.897    7  0.000  0.380    37.01    24.74    17.07    12.66    10.41  4    -1e-30      0.00 6.786e-01 3.060e-01 1.692e-03 2.591e-03 5.930e-03 -1.000 1.537e-02 -4.047 -3.564 -2.726 -4.463
0.0152 0.01508 8.17609 4.5107188225 2.6112200480    4.508  3.567  3.5911  0.842    7  0.000  0.379    41.59    27.35    18.79    13.95    11.48  4    -1e-30      0.00 6.786e-01 3.060e-01 1.687e-03 2.597e-03 5.930e-03 -1.000 1.539e-02 -4.147 -3.632 -2.771 -4.546
0.0152 0.01508 8.17609 4.5112175941 2.6112233132    4.508  3.606  3.5870  0.786    7  0.000  0.378    46.79    30.27    20.69    15.39    12.67  4 -4.37e-24      0.00 6.786e-01 3.060e-01 1.682e-03 2.602e-03 5.930e-03 -1.000 1.542e-02 -4.246 -3.694 -2.804 -4.624
0.0152 0.01508 8.17609 4.5116806030 2.6112263435    4.509  3.646  3.5830  0.730    7  0.000  0.377    52.58    33.46    22.77    16.96    13.96  4 -1.76e-18      0.00 6.786e-01 3.060e-01 1.679e-03 2.606e-03 5.929e-03 -1.000 1.541e-02 -4.345 -3.756 -2.837 -4.703
0.0152 0.01508 8.17609 4.5121107101 2.6112291579    4.509  3.685  3.5785  0.673    7  0.000  0.377    59.35    37.13    25.16    18.77    15.45  4 -6.59e-09      0.00 6.786e-01 3.060e-01 1.676e-03 2.611e-03 5.928e-03 -1.000 1.539e-02 -4.443 -3.810 -2.854 -4.776
0.0152 0.01508 8.17609 4.5125093460 2.6112317658    4.509  3.724  3.5745  0.618    7  0.000  0.376    66.60    41.00    27.65    20.66    17.01  4 -1.04e-08      0.00 6.786e-01 3.060e-01 1.673e-03 2.616e-03 5.926e-03 -1.000 1.539e-02 -4.541 -3.863 -2.869 -4.848
0.0152 0.01508 8.17609 4.5128798485 2.6112341891    4.509  3.763  3.5706  0.563    7  0.000  0.376    74.68    45.24    30.38    22.73    18.72  4 -1.37e-08      0.00 6.785e-01 3.060e-01 1.671e-03 2.622e-03 5.923e-03 -1.000 1.542e-02 -4.638 -3.916 -2.883 -4.920
0.0152 0.01508 8.17609 4.5132265091 2.6112364561    4.509  3.802  3.5667  0.509    7  0.000  0.376    83.71    49.91    33.36    25.00    20.60  3 -1.97e-08      0.00 6.784e-01 3.061e-01 1.668e-03 2.629e-03 5.918e-03 -1.000 1.542e-02 -4.734 -3.960 -2.877 -4.987
0.0152 0.01508 8.17609 4.5135512352 2.6112385793    4.508  3.840  3.5627  0.455    7  0.000  0.376    93.82    55.04    36.64    27.49    22.66  3 -2.91e-08      0.00 6.782e-01 3.064e-01 1.666e-03 2.640e-03 5.910e-03 -1.000 1.545e-02 -4.830 -4.002 -2.864 -5.051
0.0152 0.01508 8.17609 4.5138587952 2.6112405900    4.508  3.877  3.5586  0.401    7  0.000  0.376   105.03    60.66    40.19    30.20    24.90  3 -4.28e-08      0.00 6.775e-01 3.071e-01 1.662e-03 2.654e-03 5.898e-03 -1.000 1.540e-02 -4.923 -4.037 -2.838 -5.111
0.0152 0.01508 8.17609 4.5141582489 2.6112425473    4.507  3.914  3.5546  0.348    7  0.000  0.376   117.45    66.77    44.06    33.15    27.33  3 -6.24e-08      0.00 6.757e-01 3.089e-01 1.657e-03 2.676e-03 5.880e-03 -1.000 1.541e-02 -5.016 -4.064 -2.793 -5.165
0.0152 0.01508 8.17609 4.5144495964 2.6112444514    4.505  3.951  3.5503  0.294    7  0.000  0.376   131.57    73.62    48.36    36.44    30.06  3 -9.14e-08      0.00 6.684e-01 3.161e-01 1.641e-03 2.750e-03 5.819e-03 -1.000 1.542e-02 -5.108 -4.088 -2.742 -5.217
0.0152 0.01508 8.17609 4.5147285461 2.6112462742    4.503  3.992  3.5452  0.232    7  0.000  0.376   149.85    82.33    53.81    40.62    33.51  3  -1.4e-07      0.00 6.544e-01 3.302e-01 1.608e-03 2.894e-03 5.702e-03 -1.000 1.541e-02 -5.211 -4.093 -2.630 -5.258
0.0152 0.01508 8.17609 4.5149621964 2.6112478007    4.500  4.033  3.5399  0.169    7  0.000  0.376   170.88    92.18    59.94    45.32    37.40  3 -2.15e-07      0.00 6.439e-01 3.407e-01 1.583e-03 3.002e-03 5.614e-03 -1.000 1.538e-02 -5.313 -4.095 -2.508 -5.296
0.0152 0.01508 8.17609 4.5151686668 2.6112491496    4.496  4.074  3.5346  0.108    7  0.000  0.376   194.42   103.00    66.64    50.47    41.66  3 -3.28e-07      0.00 6.385e-01 3.461e-01 1.571e-03 3.057e-03 5.569e-03 -1.000 1.540e-02 -5.414 -4.080 -2.357 -5.317
0.0152 0.01508 8.17609 4.5153446198 2.6112502989    4.490  4.109  3.5300  0.053    7  0.000  0.376   218.17   113.74    73.26    55.57    45.88  2 -4.79e-07      0.00 6.356e-01 3.490e-01 1.564e-03 3.086e-03 5.544e-03 -1.000 1.540e-02 -5.504 -4.063 -2.214 -5.333
0.0152 0.01508 8.17609 4.5155205727 2.6112514482    4.482  4.146  3.5251 -0.004    7  0.000  0.376   245.67   125.99    80.78    61.37    50.68  2 -7.03e-07      0.01 6.337e-01 3.509e-01 1.560e-03 3.106e-03 5.528e-03 -1.000 1.540e-02 -5.595 -4.017 -2.018 -5.319
0.0152 0.01508 8.17609 4.5156893730 2.6112525506    4.470  4.181  3.5204 -0.059    7  0.000  0.376   275.49   139.07    88.76    67.54    55.79  2 -1.02e-06      0.01 6.327e-01 3.520e-01 1.558e-03 3.117e-03 5.519e-03 -1.000 1.537e-02 -5.682 -3.965 -1.813 -5.299
0.0152 0.01508 8.17609 4.5158696175 2.6112537277    4.451  4.215  3.5156 -0.114    7  0.000  0.376   308.66   153.44    97.49    74.30    61.38  2 -1.47e-06      0.03 6.322e-01 3.525e-01 1.556e-03 3.123e-03 5.515e-03 -1.000 1.538e-02 -5.767 -3.869 -1.542 -5.236
0.0152 0.01508 8.17609 4.5161871910 2.6112558014    4.403  4.220  3.5139 -0.131    7  0.000  0.376   318.19   157.68   100.04    76.30    63.04  2 -1.62e-06      0.03 6.318e-01 3.529e-01 1.555e-03 3.127e-03 5.512e-03 -1.000 1.538e-02 -5.780 -3.818 -1.430 -5.197
0.0152 0.01508 8.17609 4.5162644386 2.6112563057    4.391  4.181  3.5189 -0.073    7  0.000  0.376   281.37   141.85    90.42    68.86    56.88  2 -1.08e-06      0.02 6.317e-01 3.529e-01 1.555e-03 3.127e-03 5.511e-03 -1.000 1.537e-02 -5.682 -3.915 -1.713 -5.258
0.0152 0.01508 8.17609 4.5162897110 2.6112564707    4.389  4.124  3.5262  0.013    7  0.000  0.376   235.18   121.52    78.00    59.27    48.93  2 -6.04e-07      0.01 6.317e-01 3.529e-01 1.555e-03 3.127e-03 5.511e-03 -1.000 1.537e-02 -5.540 -3.994 -2.030 -5.289
0.0152 0.01508 8.17609 4.5163021088 2.6112565517    4.389  4.093  3.5300  0.060    7  0.000  0.376   213.29   111.70    71.97    54.62    45.09  2 -4.37e-07      0.00 6.317e-01 3.529e-01 1.555e-03 3.127e-03 5.511e-03 -1.000 1.537e-02 -5.462 -4.024 -2.177 -5.293
0.0152 0.01508 8.17609 4.5163116455 2.6112566139    4.388  4.080  3.5317  0.080    7  0.000  0.376   204.48   107.71    69.51    52.73    43.52  2 -3.81e-07      0.00 6.317e-01 3.529e-01 1.555e-03 3.127e-03 5.511e-03 -1.000 1.537e-02 -5.429 -4.029 -2.229 -5.286
0.0152 0.01508 8.17609 4.5163288116 2.6112567260    4.388  4.116  3.5272  0.025    7  0.000  0.376   229.37   118.93    76.41    58.05    47.92  2 -5.57e-07      0.00 6.317e-01 3.529e-01 1.555e-03 3.127e-03 5.511e-03 -1.000 1.537e-02 -5.520 -4.002 -2.068 -5.290
0.0152 0.01508 8.17609 4.5163407326 2.6112568038    4.387  4.144  3.5236 -0.017    7  0.000  0.376   250.56   128.35    82.18    62.50    51.61  2 -7.38e-07      0.01 6.317e-01 3.529e-01 1.555e-03 3.127e-03 5.511e-03 -1.000 1.537e-02 -5.590 -3.970 -1.925 -5.282
0.0152 0.01508 8.17609 4.5163569450 2.6112569097    4.386  4.165  3.5208 -0.050    7  0.000  0.376   268.05   136.05    86.88    66.13    54.61  2 -9.21e-07      0.01 6.317e-01 3.529e-01 1.555e-03 3.127e-03 5.511e-03 -1.000 1.537e-02 -5.643 -3.942 -1.808 -5.272
0.0152 0.01508 8.17609 4.5164012909 2.6112571992    4.382  4.191  3.5174 -0.090    7  0.000  0.376   291.80   146.40    93.18    71.01    58.65  2 -1.21e-06      0.02 6.317e-01 3.529e-01 1.555e-03 3.127e-03 5.511e-03 -1.000 1.537e-02 -5.709 -3.886 -1.630 -5.239
0.0152 0.01508 8.17609 4.5164275169 2.6112573704    4.379  4.178  3.5190 -0.071    7  0.000  0.376   280.24   141.39    90.13    68.65    56.70  2 -1.07e-06      0.02 6.317e-01 3.529e-01 1.555e-03 3.127e-03 5.511e-03 -1.000 1.537e-02 -5.676 -3.912 -1.713 -5.255
0.0152 0.01508 8.17609 4.5164327621 2.6112574046    4.378  4.175  3.5194 -0.066    7  0.000  0.376   277.47   140.19    89.40    68.08    56.23  2 -1.03e-06      0.01 6.317e-01 3.529e-01 1.555e-03 3.127e-03 5.511e-03 -1.000 1.537e-02 -5.668 -3.919 -1.735 -5.259
0.0152 0.01508 8.17609 4.5164403915 2.6112574544    4.378  4.201  3.5160 -0.105    7  0.828  0.376   301.05   150.41    95.62    72.89    60.21  2 -1.35e-06      0.02 6.317e-01 3.529e-01 1.555e-03 3.127e-03 5.511e-03 -1.000 1.537e-02 -5.732 -3.857 -1.552 -5.220
0.0152 0.01508 8.17609 4.5164542198 2.6112575447    4.376  4.227  3.5124 -0.147    7  0.821  0.376   328.17   162.04   102.66    78.35    64.73  2 -1.78e-06      0.04 6.317e-01 3.529e-01 1.555e-03 3.127e-03 5.511e-03 -1.000 1.537e-02 -5.798 -3.776 -1.330 -5.165
0.0152 0.01508 8.17609 4.5164709091 2.6112576537    4.373  4.239  3.5108 -0.165    7  0.821  0.376   341.11   167.55   106.00    80.94    66.87  2 -2.02e-06      0.04 6.317e-01 3.529e-01 1.555e-03 3.127e-03 5.511e-03 -1.000 1.537e-02 -5.828 -3.737 -1.226 -5.138
0.0152 0.01508 8.17609 4.5164823532 2.6112577284    4.372  4.239  3.5108 -0.165    8  0.821  0.398   341.15   167.58   106.01    80.95    66.88  2 -2.02e-06      0.04 6.317e-01 3.530e-01 1.649e-03 3.128e-03 5.527e-03 -1.000 1.531e-02 -5.828 -3.738 -1.227 -5.139
0.0152 0.01508 8.17609 4.5164833069 2.6112577346    4.371  4.349  3.4963 -0.333    8  0.821  0.398   450.49   227.01   141.65   108.65    89.84  2 -6.33e-06      0.24 6.317e-01 3.530e-01 1.649e-03 3.128e-03 5.527e-03 -1.000 1.531e-02 -6.102 -3.202 -0.086 -4.719
0.0152 0.01508 8.17609 4.5164828300 2.6112577315    4.371  4.383  3.4917 -0.386    8  0.821  0.398   485.97   249.73   155.17   119.19    98.57  2 -9.07e-06      0.30 6.317e-01 3.530e-01 1.649e-03 3.128e-03 5.527e-03 -1.000 1.531e-02 -6.189 -3.044 0.225 -4.592
0.0152 0.01508 8.17609 4.5164837837 2.6112577377    4.371  4.319  3.5002 -0.288    8  0.821  0.398   422.01   209.09   130.96   100.33    82.94  2 -4.65e-06      0.16 6.317e-01 3.530e-01 1.649e-03 3.128e-03 5.527e-03 -1.000 1.531e-02 -6.028 -3.387 -0.438 -4.870
0.0152 0.01508 8.17609 4.5164861679 2.6112577533    4.370  4.214  3.5140 -0.128    8  0.821  0.398   315.23   156.53    99.33    75.77    62.59  2 -1.56e-06      0.03 6.317e-01 3.530e-01 1.649e-03 3.128e-03 5.527e-03 -1.000 1.531e-02 -5.766 -3.810 -1.427 -5.187
0.0152 0.01508 8.17609 4.5164895058 2.6112577751    4.369  4.141  3.5236 -0.017    8  0.822  0.398   249.77   128.04    81.99    62.36    51.49  2 -7.34e-07      0.01 6.317e-01 3.530e-01 1.649e-03 3.128e-03 5.527e-03 -1.000 1.531e-02 -5.583 -3.963 -1.918 -5.275
0.0152 0.01508 8.17609 4.5164947510 2.6112578093    4.368  4.185  3.5178 -0.083    8  0.822  0.398   287.12   144.41    91.97    70.08    57.88  2 -1.15e-06      0.02 6.317e-01 3.530e-01 1.649e-03 3.128e-03 5.527e-03 -1.000 1.531e-02 -5.692 -3.887 -1.648 -5.237
0.0152 0.01508 8.17609 4.5165014267 2.6112578529    4.367  4.221  3.5130 -0.138    8  0.822  0.398   322.24   159.55   101.15    77.19    63.77  2 -1.68e-06      0.03 6.317e-01 3.530e-01 1.649e-03 3.128e-03 5.527e-03 -1.000 1.531e-02 -5.781 -3.786 -1.365 -5.170
0.0152 0.01508 8.17609 4.5165104866 2.6112579120    4.365  4.244  3.5098 -0.175    8  0.822  0.398   347.57   170.32   107.66    82.24    67.95  2 -2.14e-06      0.05 6.317e-01 3.530e-01 1.649e-03 3.128e-03 5.527e-03 -1.000 1.531e-02 -5.840 -3.713 -1.167 -5.120
0.0152 0.01508 8.17609 4.5165214539 2.6112579836    4.362  4.258  3.5079 -0.197    8  0.822  0.398   364.01   177.27   111.85    85.49    70.64  2 -2.48e-06      0.06 6.317e-01 3.530e-01 1.649e-03 3.128e-03 5.527e-03 -1.000 1.531e-02 -5.875 -3.657 -1.039 -5.078
0.0152 0.01508 8.17609 4.5165357590 2.6112580770    4.359  4.268  3.5064 -0.213    8  0.822  0.398   376.51   182.53   115.02    87.95    72.68  2 -2.77e-06      0.07 6.317e-01 3.530e-01 1.649e-03 3.128e-03 5.527e-03 -1.000 1.531e-02 -5.900 -3.613 -0.938 -5.044
0.0152 0.01508 8.17609 4.5165524483 2.6112581859    4.355  4.278  3.5050 -0.229    8  0.822  0.398   387.54   187.84   118.21    90.43    74.74  2 -3.07e-06      0.08 6.317e-01 3.530e-01 1.649e-03 3.129e-03 5.527e-03 -1.000 1.531e-02 -5.925 -3.569 -0.839 -5.010
0.0152 0.01508 8.17609 4.5165524483 2.6112581859    4.354  4.474  3.4791 -0.529    8  0.822  0.398   595.76   322.81   198.25   152.88   126.51  2 -2.36e-05      0.83 6.317e-01 3.530e-01 1.649e-03 3.129e-03 5.527e-03 -1.000 1.531e-02 -6.415 -2.138 1.708 -3.826
0.0152 0.01508 8.17609 4.5165529251 2.6112581891    4.354  4.422  3.4858 -0.450    8  0.822  0.398   532.31   280.14   173.15   133.24   110.22  2 -1.38e-05      0.45 6.317e-01 3.530e-01 1.649e-03 3.129e-03 5.527e-03 -1.000 1.531e-02 -6.286 -2.760 0.702 -4.354
0.0152 0.01508 8.17609 4.5165543556 2.6112581984    4.354  4.358  3.4944 -0.352    8  0.823  0.398   462.03   234.39   146.04   112.09    92.68  2 -7.06e-06      0.22 6.317e-01 3.530e-01 1.649e-03 3.129e-03 5.527e-03 -1.000 1.531e-02 -6.125 -3.203 -0.073 -4.722
0.0152 0.01508 8.17609 4.5165567398 2.6112582140    4.353  4.253  3.5082 -0.191    8  0.823  0.398   359.21   175.29   110.66    84.57    69.88  2 -2.37e-06      0.06 6.317e-01 3.530e-01 1.649e-03 3.129e-03 5.527e-03 -1.000 1.531e-02 -5.862 -3.665 -1.062 -5.082
0.0152 0.01508 8.17609 4.5165600777 2.6112582357    4.352  4.179  3.5180 -0.078    8  0.823  0.398   283.50   142.89    91.03    69.36    57.28  2  -1.1e-06      0.02 6.317e-01 3.530e-01 1.649e-03 3.128e-03 5.527e-03 -1.000 1.531e-02 -5.676 -3.880 -1.649 -5.228
0.0152 0.01508 8.17609 4.5165657997 2.6112582731    4.351  4.220  3.5124 -0.142    8  0.823  0.398   324.19   160.44   101.68    77.61    64.11  2 -1.69e-06      0.03 6.317e-01 3.530e-01 1.649e-03 3.128e-03 5.527e-03 -1.000 1.531e-02 -5.781 -3.765 -1.324 -5.153
0.0152 0.01508 8.17609 4.5165729523 2.6112583198    4.349  4.254  3.5080 -0.194    8  0.823  0.398   361.14   176.12   111.15    84.95    70.20  2 -2.41e-06      0.06 6.317e-01 3.530e-01 1.649e-03 3.128e-03 5.527e-03 -1.000 1.531e-02 -5.865 -3.656 -1.044 -5.075
0.0152 0.01508 8.17609 4.5165824890 2.6112583820    4.347  4.274  3.5052 -0.225    8  0.823  0.398   385.35   186.51   117.41    89.81    74.22  2 -2.98e-06      0.08 6.317e-01 3.530e-01 1.649e-03 3.128e-03 5.527e-03 -1.000 1.531e-02 -5.916 -3.573 -0.854 -5.013
0.0152 0.01508 8.17609 4.5165948868 2.6112584630    4.344  4.285  3.5037 -0.242    8  0.823  0.398   394.69   192.23   120.84    92.48    76.43  2 -3.34e-06      0.09 6.317e-01 3.530e-01 1.649e-03 3.128e-03 5.527e-03 -1.000 1.531e-02 -5.942 -3.529 -0.753 -4.979
0.0152 0.01508 8.17609 4.5166096687 2.6112585595    4.340  4.291  3.5029 -0.252    8  0.823  0.398   400.15   195.59   122.85    94.05    77.73  2 -3.56e-06      0.10 6.317e-01 3.530e-01 1.650e-03 3.128e-03 5.527e-03 -1.000 1.531e-02 -5.957 -3.499 -0.688 -4.956
0.0152 0.01508 8.17609 4.5166277885 2.6112586778    4.336  4.296  3.5021 -0.260    8  0.824  0.398   404.73   198.41   124.54    95.37    78.82  2 -3.75e-06      0.11 6.317e-01 3.530e-01 1.650e-03 3.128e-03 5.527e-03 -1.000 1.531e-02 -5.969 -3.468 -0.623 -4.931
0.0152 0.01508 8.17609 4.5166277885 2.6112586778    4.335  4.492  3.4761 -0.560    8  0.824  0.398   622.70   341.44   209.15   161.44   133.61  2 -2.88e-05      1.05 6.317e-01 3.530e-01 1.650e-03 3.128e-03 5.527e-03 -1.000 1.531e-02 -6.459 -1.794 2.256 -3.530
0.0152 0.01508 8.17609 4.5166282654 2.6112586809    4.334  4.441  3.4828 -0.482    8  0.824  0.398   556.74   296.52   182.79   140.80   116.49  2  -1.7e-05      0.59 6.317e-01 3.530e-01 1.650e-03 3.128e-03 5.527e-03 -1.000 1.531e-02 -6.331 -2.528 1.070 -4.157
0.0152 0.01508 8.17609 4.5166296959 2.6112586902    4.334  4.376  3.4914 -0.383    8  0.824  0.398   483.16   248.02   154.13   118.41    97.92  2 -8.67e-06      0.29 6.317e-01 3.530e-01 1.650e-03 3.128e-03 5.527e-03 -1.000 1.531e-02 -6.170 -3.039 0.220 -4.585
0.0152 0.01508 8.17609 4.5166320801 2.6112587058    4.333  4.271  3.5053 -0.223    8  0.824  0.398   383.19   185.45   116.76    89.32    73.81  2 -2.91e-06      0.08 6.317e-01 3.530e-01 1.650e-03 3.128e-03 5.527e-03 -1.000 1.531e-02 -5.907 -3.574 -0.863 -5.012
0.0152 0.01508 8.17609 4.5166363716 2.6112587338    4.332  4.196  3.5152 -0.109    8  0.824  0.398   301.84   150.90    95.89    73.13    60.41  2 -1.34e-06      0.02 6.317e-01 3.530e-01 1.650e-03 3.128e-03 5.527e-03 -1.000 1.531e-02 -5.721 -3.821 -1.490 -5.188
0.0152 0.01508 8.17609 4.5166420937 2.6112587711    4.331  4.238  3.5097 -0.172    8  0.824  0.398   344.77   169.28   107.02    81.76    67.55  2 -2.06e-06      0.04 6.317e-01 3.530e-01 1.650e-03 3.128e-03 5.527e-03 -1.000 1.531e-02 -5.824 -3.696 -1.148 -5.103
0.0152 0.01508 8.17609 4.5166497231 2.6112588209    4.328  4.270  3.5053 -0.223    8  0.824  0.398   383.27   185.51   116.79    89.35    73.84  2 -2.91e-06      0.08 6.317e-01 3.530e-01 1.650e-03 3.128e-03 5.527e-03 -1.000 1.531e-02 -5.906 -3.571 -0.857 -5.009
