wave flux
6443.825749846461 0.060658200963488985
6443.847962416458 0.06065911756319531
6443.870174986456 0.06065849319440794
6443.892387556453 0.0606561956801896
6443.914600126451 0.06065036735599184
6443.936812696448 0.06063694369874499
6443.959025266446 0.060609938544823466
6443.981237836443 0.060563751388642235
6444.003450406441 0.06049764284179533
6444.025662976438 0.060420396140706774
6444.0478755464355 0.060350515180916116
6444.070088116433 0.060309444220323534
6444.0923006864305 0.06031144011839366
6444.114513256428 0.060355741973439216
6444.136725826425 0.060425529548423854
6444.158938396423 0.06049650762158535
6444.18115096642 0.06055018881663339
6444.203363536418 0.060580445750192474
6444.225576106415 0.0605899340578324
6444.247788676413 0.060584108246209696
6444.27000124641 0.06056877286251757
6444.292213816408 0.060549605113511915
6444.314426386405 0.06053028821032707
6444.336638956403 0.06050852093011334
6444.3588515264 0.06047074181712144
6444.3810640963975 0.06038695061988484
6444.403276666395 0.060208686148914704
6444.425489236392 0.059875702838628864
6444.44770180639 0.059339432617844995
6444.469914376387 0.058602809468199256
6444.492126946385 0.05775095729857223
6444.514339516382 0.05694421233692191
6444.53655208638 0.056372443136679336
6444.558764656377 0.0561832145148025
6444.580977226375 0.05640981085244359
6444.603189796372 0.05694622890835539
6444.62540236637 0.05758737217864793
6444.647614936367 0.05811343100960167
6444.6698275063645 0.05839365579753303
6444.692040076362 0.05845062175826748
6444.7142526463595 0.058419246901383885
6444.736465216357 0.05845620808077705
6444.758677786354 0.05865811305030459
6444.780890356352 0.059020631389825606
6444.803102926349 0.059457668914220746
6444.825315496347 0.059866352166034593
6444.847528066344 0.0601814983303805
6444.869740636342 0.0603882596519216
6444.891953206339 0.06050686292041137
6444.914165776337 0.060569219050305885
6444.936378346334 0.060600559786452936
6444.958590916332 0.060614701842808864
6444.980803486329 0.06061892562411073
6445.0030160563265 0.06061786758414464
6445.025228626324 0.06061314194280578
6445.047441196321 0.06060297131648515
6445.069653766319 0.060584603271771835
6445.091866336316 0.06055737027226367
6445.114078906314 0.060523834349256476
6445.136291476311 0.060489076041083875
6445.158504046309 0.06045918111511336
6445.180716616306 0.06043964538766161
6445.202929186304 0.060434168098898476
6445.225141756301 0.0604439895289256
6445.247354326299 0.06046781310753027
6445.269566896296 0.0605021741254885
6445.2917794662935 0.06054186182554164
6445.313992036291 0.060580323873591545
6445.336204606288 0.060610839256742696
6445.358417176286 0.060629094123713256
6445.380629746283 0.060635563154706
6445.402842316281 0.0606347642083845
6445.425054886278 0.06063162244490788
6445.447267456276 0.06062873484928699
6445.469480026273 0.06062660584003838
6445.491692596271 0.06062504847966011
6445.513905166268 0.06062370900499685
6445.536117736266 0.0606217893460194
6445.558330306263 0.0606172539230134
6445.580542876261 0.06060705432397472
6445.602755446258 0.06059296432888713
6445.6249680162555 0.060586231151984145
6445.647180586253 0.06059392593605871
6445.66939315625 0.06060399197778347
6445.691605726248 0.06060195852664354
6445.713818296245 0.06059316274222487
6445.736030866243 0.06059132653793196
6445.75824343624 0.060598001476327046
6445.780456006238 0.06060482925678605
6445.802668576235 0.060605680082330214
6445.824881146233 0.060600030120101386
6445.84709371623 0.06059006658751078
6445.869306286228 0.06057878122419123
6445.891518856225 0.060569450767404207
6445.9137314262225 0.060564424705177713
6445.93594399622 0.06056359588492787
6445.958156566217 0.060564274221557975
6445.980369136215 0.06056253937681184
6446.002581706212 0.0605547297329188
6446.02479427621 0.06053864733083432
6446.047006846207 0.06051526496434434
6446.069219416205 0.06049057105019774
6446.091431986202 0.060474630694305094
6446.1136445562 0.060475969288020404
6446.135857126197 0.06049538182430878
6446.158069696195 0.06052561051789341
6446.180282266192 0.060556801001495686
6446.2024948361895 0.060581838947010636
6446.224707406187 0.06059810531663481
6446.2469199761845 0.06060649663145143
6446.269132546182 0.060609361664862284
6446.291345116179 0.060608557071865264
6446.313557686177 0.060604478655805455
6446.335770256174 0.06059638961761222
6446.357982826172 0.060583930683498835
6446.380195396169 0.06056874847477753
6446.402407966167 0.06055440254794649
6446.424620536164 0.0605443707899607
6446.446833106162 0.06054045323473336
6446.469045676159 0.06054307389398931
6446.491258246157 0.060552030501657715
6446.513470816154 0.060565946800673676
6446.5356833861515 0.060581411107492836
6446.557895956149 0.06059402395111706
6446.580108526146 0.06060093869006559
6446.602321096144 0.06060198470513145
6446.624533666141 0.06059827503663438
6446.646746236139 0.060590284157743465
6446.668958806136 0.06057723250055176
6446.691171376134 0.06055790774564805
6446.713383946131 0.06053243681933698
6446.735596516129 0.06050405192406648
6446.757809086126 0.06047945880193917
6446.780021656124 0.06046693000217229
6446.802234226121 0.06047182872408031
6446.8244467961185 0.060491308786892614
6446.846659366116 0.06051368909330273
6446.8688719361135 0.06052525829633474
6446.891084506111 0.0605181320146096
6446.913297076108 0.06049244228264279
